age,website_visits,time_spent_on_website,page_views_per_visit,status,current_occupation_Professional,current_occupation_Student,current_occupation_Unemployed,first_interaction_Mobile App,first_interaction_Website,profile_completed_High,profile_completed_Low,profile_completed_Medium,last_activity_Email Activity,last_activity_Phone Activity,last_activity_Website Activity,print_media_type1_No,print_media_type1_Yes,print_media_type2_No,print_media_type2_Yes,digital_media_No,digital_media_Yes,educational_channels_No,educational_channels_Yes,referral_No,referral_Yes
58,3,1592,5.549,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False
33,4,325,3.76,0,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
33,4,2285,2.935,1,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False
41,7,88,1.945,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
33,4,207,0.129,0,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
22,2,1718,2.212,0,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
59,1,289,5.378,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
59,1,55,5.524,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
36,1,466,3.211,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
55,0,0,0.0,0,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
32,3,75,2.284,0,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
38,2,401,7.936,0,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False
28,4,288,3.556,0,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False
51,5,84,4.075,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
59,3,180,4.186,0,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False
38,6,198,3.804,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
61,2,388,0.336,0,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False
58,2,648,4.336,1,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
19,3,288,3.586,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False
63,1,1775,2.246,0,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
20,5,86,3.586,0,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
41,0,0,0.0,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False
55,2,1236,2.936,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
60,4,380,3.635,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
20,2,2073,7.469,0,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
32,9,2001,2.178,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
59,4,118,3.253,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
36,4,2365,8.714,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
56,4,1791,7.264,1,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
57,14,66,2.043,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
46,13,2072,3.957,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
33,5,1629,2.078,0,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
33,2,1181,3.542,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
32,4,2280,2.202,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
34,4,419,3.282,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False
24,2,1716,0.055,1,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
32,4,1942,2.142,0,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
51,3,494,3.383,1,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False
46,5,339,2.168,0,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
21,2,2225,2.231,0,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
46,11,606,2.248,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
32,0,0,0.0,0,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
57,4,341,3.011,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
59,7,389,2.173,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
50,2,68,3.554,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
63,1,300,2.062,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
58,1,65,3.92,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False
58,8,57,3.42,0,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False
50,3,93,0.281,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
58,1,576,3.511,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
21,5,297,3.496,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
22,1,206,2.148,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
43,8,1741,4.307,1,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
43,4,97,2.676,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
50,2,158,1.556,0,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
48,2,1942,13.076,0,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
32,2,90,2.067,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False
60,2,703,8.104,0,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
56,1,72,2.083,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
57,1,2215,1.811,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
57,5,248,2.131,0,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
26,7,594,3.903,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
48,3,450,1.423,0,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False
31,2,76,3.59,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
58,2,197,2.178,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
18,3,406,7.763,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
59,3,2202,4.239,1,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
28,0,0,0.0,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
33,5,1425,2.039,0,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False
50,6,2017,2.158,0,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
57,3,1,2.985,0,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
52,4,31,3.499,0,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
43,4,30,2.18,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
36,3,2017,2.113,1,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False
39,4,272,0.178,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
50,1,1188,5.4,1,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False
32,3,460,3.283,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
